family,instance,n_vars,n_clauses,algorithm,solver,order,backbone_size,backbone_hash,expected_size,calls,free,rounds,load_time,solve_time,error,naive_calls,saving,matches_expected
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_1.cnf,100,449,propagate,cadical153,index,50,0d294f4de412d0f5,50.0,47,13,46,0.0020122999558225274,0.018777399440295994,,200,0.765,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_1.cnf,100,449,complement,cadical153,index,50,0d294f4de412d0f5,50.0,18,0,17,0.0017810000572353601,0.011274699703790247,,200,0.91,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_10.cnf,100,449,propagate,cadical153,index,50,86381a73608a54dd,50.0,42,19,41,0.001792999915778637,0.017768400022760034,,200,0.79,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_10.cnf,100,449,complement,cadical153,index,50,86381a73608a54dd,50.0,24,0,23,0.0017639000434428453,0.010390099952928722,,200,0.88,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_100.cnf,100,449,propagate,cadical153,index,50,3d836496bcc0f8b6,50.0,50,10,49,0.001803699997253716,0.01306950009893626,,200,0.75,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_100.cnf,100,449,complement,cadical153,index,50,3d836496bcc0f8b6,50.0,21,0,20,0.0017790000420063734,0.010274999658577144,,200,0.895,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_101.cnf,100,449,propagate,cadical153,index,50,590f955e3f26e40b,50.0,42,21,41,0.001825300045311451,0.020860200165770948,,200,0.79,True
CBS_k3_n100_m449_b50,CBS_k3_n100_m449_b50_101.cnf,100,449,complement,cadical153,index,50,590f955e3f26e40b,50.0,31,0,30,0.001746299909427762,0.011548799462616444,,200,0.845,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_0.cnf,100,449,propagate,cadical153,index,70,6dd93793da99d792,70.0,34,42,33,0.0018282999517396092,0.012136599863879383,,200,0.83,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_0.cnf,100,449,complement,cadical153,index,70,6dd93793da99d792,70.0,24,0,23,0.0018385000294074416,0.007739300257526338,,200,0.88,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_1.cnf,100,449,propagate,cadical153,index,70,d31848414b01373d,70.0,33,44,32,0.001762900035828352,0.015260700252838433,,200,0.835,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_1.cnf,100,449,complement,cadical153,index,70,d31848414b01373d,70.0,21,0,20,0.0018218000186607242,0.011332700261846185,,200,0.895,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_10.cnf,100,449,propagate,cadical153,index,70,4230b0fe905964a3,70.0,41,37,40,0.002038500038906932,0.009257000172510743,,200,0.795,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_10.cnf,100,449,complement,cadical153,index,70,4230b0fe905964a3,70.0,23,0,22,0.001942100003361702,0.006312699522823095,,200,0.885,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_100.cnf,100,449,propagate,cadical153,index,70,ef235cedd648c0ec,70.0,34,49,33,0.0020244999323040247,0.006335600162856281,,200,0.83,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_100.cnf,100,449,complement,cadical153,index,70,ef235cedd648c0ec,70.0,24,0,23,0.001765000051818788,0.005808000103570521,,200,0.88,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_101.cnf,100,449,propagate,cadical153,index,70,67106d5ea7388ff8,70.0,42,39,41,0.0020348000107333064,0.02164889988489449,,200,0.79,True
CBS_k3_n100_m449_b70,CBS_k3_n100_m449_b70_101.cnf,100,449,complement,cadical153,index,70,67106d5ea7388ff8,70.0,21,0,20,0.0018158999737352133,0.013555499957874417,,200,0.895,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_0.cnf,100,449,propagate,cadical153,index,90,6cc4df79a74048fb,90.0,24,70,23,0.0017911000177264214,0.008282299968414009,,200,0.88,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_0.cnf,100,449,complement,cadical153,index,90,6cc4df79a74048fb,90.0,10,0,9,0.0017858999781310558,0.007999599794857204,,200,0.95,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_1.cnf,100,449,propagate,cadical153,index,90,5684f9a2a8f184f9,90.0,26,71,25,0.002257999964058399,0.0102783995680511,,200,0.87,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_1.cnf,100,449,complement,cadical153,index,90,5684f9a2a8f184f9,90.0,12,0,11,0.001811099937185645,0.010163999977521598,,200,0.94,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_10.cnf,100,449,propagate,cadical153,index,90,3e0448345428abdd,90.0,24,71,23,0.0018192999996244907,0.011670799925923347,,200,0.88,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_10.cnf,100,449,complement,cadical153,index,90,3e0448345428abdd,90.0,9,0,8,0.0020795000018551946,0.01218289986718446,,200,0.955,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_100.cnf,100,449,propagate,cadical153,index,90,a205772711b98653,90.0,32,63,31,0.0017578999977558851,0.008080299943685532,,200,0.84,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_100.cnf,100,449,complement,cadical153,index,90,a205772711b98653,90.0,7,0,6,0.001774400006979704,0.0061821999261155725,,200,0.965,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_101.cnf,100,449,propagate,cadical153,index,90,66ba62466a1040d7,90.0,31,66,30,0.0017612000228837132,0.012801799806766212,,200,0.845,True
CBS_k3_n100_m449_b90,CBS_k3_n100_m449_b90_101.cnf,100,449,complement,cadical153,index,90,66ba62466a1040d7,90.0,12,0,11,0.001789500005543232,0.01271270017605275,,200,0.94,True
RTI_k3_n100_m429,RTI_k3_n100_m429_0.cnf,100,429,propagate,cadical153,index,51,7ae189435c5fc3be,,49,15,48,0.001764100044965744,0.02345909969881177,,200,0.755,
RTI_k3_n100_m429,RTI_k3_n100_m429_0.cnf,100,429,complement,cadical153,index,51,7ae189435c5fc3be,,37,0,36,0.00198529998306185,0.018182099680416286,,200,0.815,
RTI_k3_n100_m429,RTI_k3_n100_m429_1.cnf,100,429,propagate,cadical153,index,53,0dd7e2795fd12be8,,40,22,39,0.0017366999527439475,0.014740599901415408,,200,0.8,
RTI_k3_n100_m429,RTI_k3_n100_m429_1.cnf,100,429,complement,cadical153,index,53,0dd7e2795fd12be8,,28,0,27,0.0017868001013994217,0.010429000132717192,,200,0.86,
RTI_k3_n100_m429,RTI_k3_n100_m429_10.cnf,100,429,propagate,cadical153,index,21,8fe429c94940f803,,34,1,33,0.001727700000628829,0.020052000298164785,,200,0.83,
RTI_k3_n100_m429,RTI_k3_n100_m429_10.cnf,100,429,complement,cadical153,index,21,8fe429c94940f803,,37,0,36,0.0020514000207185745,0.023837699787691236,,200,0.815,
RTI_k3_n100_m429,RTI_k3_n100_m429_100.cnf,100,429,propagate,cadical153,index,17,fc3a32946dd5ca5d,,27,2,26,0.001741899992339313,0.046964099863544106,,200,0.865,
RTI_k3_n100_m429,RTI_k3_n100_m429_100.cnf,100,429,complement,cadical153,index,17,fc3a32946dd5ca5d,,28,0,27,0.0017509999452158809,0.03524150012526661,,200,0.86,
RTI_k3_n100_m429,RTI_k3_n100_m429_101.cnf,100,429,propagate,cadical153,index,3,b166ceccfef9eeab,,21,0,20,0.001776800025254488,0.02692250011023134,,200,0.895,
RTI_k3_n100_m429,RTI_k3_n100_m429_101.cnf,100,429,complement,cadical153,index,3,b166ceccfef9eeab,,40,0,39,0.0017697999719530344,0.046462600701488554,,200,0.8,
ais,ais10.cnf,181,3151,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,34,0,33,0.003858699928969145,1.0829124001320451,,362,0.9060773480662984,
ais,ais10.cnf,181,3151,complement,cadical153,index,0,da39a3ee5e6b4b0d,,43,0,42,0.004130500019527972,1.15354379999917,,362,0.8812154696132597,
ais,ais12.cnf,265,5666,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,40,0,39,0.006262200069613755,55.88572449982166,,530,0.9245283018867925,
ais,ais12.cnf,265,5666,complement,cadical153,index,0,da39a3ee5e6b4b0d,,60,0,59,0.0057718000607565045,19.03034389973618,,530,0.8867924528301887,
ais,ais6.cnf,61,581,propagate,cadical153,index,2,dd08c4a48ea1c1c0,,15,0,14,0.0019494000589475036,0.003965999931097031,,122,0.8770491803278688,
ais,ais6.cnf,61,581,complement,cadical153,index,2,dd08c4a48ea1c1c0,,16,0,15,0.0018042000010609627,0.005461200140416622,,122,0.8688524590163934,
ais,ais8.cnf,113,1520,propagate,cadical153,index,3,c1ff19fe2b86287c,,23,0,22,0.00251290004234761,0.0926374999107793,,226,0.8982300884955752,
ais,ais8.cnf,113,1520,complement,cadical153,index,3,c1ff19fe2b86287c,,24,0,23,0.002535999985411763,0.15147100004833192,,226,0.8938053097345133,
blocksworld,anomaly.cnf,48,261,propagate,cadical153,index,48,8503970b0601e0c3,,6,43,5,0.0015786000294610858,0.0001545000122860074,,96,0.9375,
blocksworld,anomaly.cnf,48,261,complement,cadical153,index,48,8503970b0601e0c3,,2,0,1,0.0014891999308019876,0.00011140003334730864,,96,0.9791666666666666,
blocksworld,bw_large.a.cnf,459,4675,propagate,cadical153,index,459,c09c2a0303db0ce0,,15,445,14,0.005495599936693907,0.001623700256459415,,918,0.9836601307189542,
blocksworld,bw_large.a.cnf,459,4675,complement,cadical153,index,459,c09c2a0303db0ce0,,2,0,1,0.005599800031632185,0.0013636999065056443,,918,0.9978213507625272,
blocksworld,bw_large.b.cnf,1087,13772,propagate,cadical153,index,1068,7181ae736ee73580,,35,1035,34,0.013211000012233853,0.012949099647812545,,2174,0.983900643974241,
blocksworld,bw_large.b.cnf,1087,13772,complement,cadical153,index,1068,7181ae736ee73580,,3,0,2,0.013272799900732934,0.00871620001271367,,2174,0.9986200551977921,
blocksworld,bw_large.c.cnf,3016,50457,propagate,cadical153,index,2958,58e49f3dce2fb0f7,,103,2859,102,0.048452200018800795,0.13946200080681592,,6032,0.9829244031830239,
blocksworld,bw_large.c.cnf,3016,50457,complement,cadical153,index,2958,58e49f3dce2fb0f7,,5,0,4,0.04602320003323257,0.1198296999791637,,6032,0.9991710875331565,
blocksworld,bw_large.d.cnf,6325,131973,propagate,cadical153,index,6046,2717505c71d9d55d,,348,5716,347,0.12104430003091693,2.115407799487002,,12650,0.9724901185770751,
blocksworld,bw_large.d.cnf,6325,131973,complement,cadical153,index,6046,2717505c71d9d55d,,19,0,18,0.11490919999778271,1.6845001998590305,,12650,0.9984980237154151,
blocksworld,huge.cnf,459,7054,propagate,cadical153,index,459,c09c2a0303db0ce0,,15,445,14,0.00772820005659014,0.0016983997775241733,,918,0.9836601307189542,
blocksworld,huge.cnf,459,7054,complement,cadical153,index,459,c09c2a0303db0ce0,,2,0,1,0.007160599925555289,0.0014801999786868691,,918,0.9978213507625272,
blocksworld,medium.cnf,116,953,propagate,cadical153,index,97,f4ecbb04f3aa66d3,,23,76,22,0.0021853999933227897,0.0005651999963447452,,232,0.9008620689655172,
blocksworld,medium.cnf,116,953,complement,cadical153,index,97,f4ecbb04f3aa66d3,,3,0,2,0.002123699989169836,0.0004732999950647354,,232,0.9870689655172413,
flat100-239,flat100-1.cnf,300,1117,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,9,0,8,0.002409699955023825,0.0030103002209216356,,600,0.985,
flat100-239,flat100-1.cnf,300,1117,complement,cadical153,index,0,da39a3ee5e6b4b0d,,32,0,31,0.0029054000042378902,0.0064413006184622645,,600,0.9466666666666667,
flat100-239,flat100-10.cnf,300,1117,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,11,0,10,0.0023964999709278345,0.01023660006467253,,600,0.9816666666666667,
flat100-239,flat100-10.cnf,300,1117,complement,cadical153,index,0,da39a3ee5e6b4b0d,,50,0,49,0.002471399959176779,0.015540799940936267,,600,0.9166666666666666,
flat100-239,flat100-100.cnf,300,1117,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,18,0,17,0.0023910999298095703,0.007802700041793287,,600,0.97,
flat100-239,flat100-100.cnf,300,1117,complement,cadical153,index,0,da39a3ee5e6b4b0d,,44,0,43,0.0023588000331074,0.01817080017644912,,600,0.9266666666666666,
flat100-239,flat100-11.cnf,300,1117,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,18,0,17,0.0023742999183014035,0.0035171001218259335,,600,0.97,
flat100-239,flat100-11.cnf,300,1117,complement,cadical153,index,0,da39a3ee5e6b4b0d,,34,0,33,0.002363600069656968,0.005899699637666345,,600,0.9433333333333334,
flat100-239,flat100-12.cnf,300,1117,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,13,0,12,0.0024079999420791864,0.00416099966969341,,600,0.9783333333333333,
flat100-239,flat100-12.cnf,300,1117,complement,cadical153,index,0,da39a3ee5e6b4b0d,,27,0,26,0.0023249000078067183,0.00444289983715862,,600,0.955,
flat30-60,flat30-1.cnf,90,300,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,13,0,12,0.0015986000653356314,0.0003226000117138028,,180,0.9277777777777778,
flat30-60,flat30-1.cnf,90,300,complement,cadical153,index,0,da39a3ee5e6b4b0d,,21,0,20,0.001532200025394559,0.0007187998853623867,,180,0.8833333333333333,
flat30-60,flat30-10.cnf,90,300,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,11,0,10,0.001590200001373887,0.0005143003072589636,,180,0.9388888888888889,
flat30-60,flat30-10.cnf,90,300,complement,cadical153,index,0,da39a3ee5e6b4b0d,,22,0,21,0.001573299989104271,0.0009122001938521862,,180,0.8777777777777778,
flat30-60,flat30-100.cnf,90,300,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,11,0,10,0.0015557999722659588,0.00032970006577670574,,180,0.9388888888888889,
flat30-60,flat30-100.cnf,90,300,complement,cadical153,index,0,da39a3ee5e6b4b0d,,23,0,22,0.001534900045953691,0.0010401998879387975,,180,0.8722222222222222,
flat30-60,flat30-11.cnf,90,300,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,14,0,13,0.0017070999601855874,0.00034540018532425165,,180,0.9222222222222223,
flat30-60,flat30-11.cnf,90,300,complement,cadical153,index,0,da39a3ee5e6b4b0d,,27,0,26,0.0015899999998509884,0.0011270997347310185,,180,0.85,
flat30-60,flat30-12.cnf,90,300,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,14,0,13,0.0015644999220967293,0.0003770003095269203,,180,0.9222222222222223,
flat30-60,flat30-12.cnf,90,300,complement,cadical153,index,0,da39a3ee5e6b4b0d,,27,0,26,0.0015107999788597226,0.0010565000120550394,,180,0.85,
flat50-115,flat50-1.cnf,150,545,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,11,0,10,0.0018481999868527055,0.0005693999119102955,,300,0.9633333333333334,
flat50-115,flat50-1.cnf,150,545,complement,cadical153,index,0,da39a3ee5e6b4b0d,,28,0,27,0.0017758000176399946,0.0016809001099318266,,300,0.9066666666666666,
flat50-115,flat50-10.cnf,150,545,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,7,0,6,0.0017930999165400863,0.0012512000976130366,,300,0.9766666666666667,
flat50-115,flat50-10.cnf,150,545,complement,cadical153,index,0,da39a3ee5e6b4b0d,,22,0,21,0.0018636999884620309,0.0029659001156687737,,300,0.9266666666666666,
flat50-115,flat50-100.cnf,150,545,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,10,0,9,0.0017695999704301357,0.000631400034762919,,300,0.9666666666666667,
flat50-115,flat50-100.cnf,150,545,complement,cadical153,index,0,da39a3ee5e6b4b0d,,24,0,23,0.001828300068154931,0.0015677999472245574,,300,0.92,
flat50-115,flat50-1000.cnf,150,545,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,9,0,8,0.0024886000901460648,0.0006904000183567405,,300,0.97,
flat50-115,flat50-1000.cnf,150,545,complement,cadical153,index,0,da39a3ee5e6b4b0d,,25,0,24,0.0018186999950557947,0.0035176000092178583,,300,0.9166666666666666,
flat50-115,flat50-101.cnf,150,545,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,15,0,14,0.0022066000383347273,0.0006165998056530952,,300,0.95,
flat50-115,flat50-101.cnf,150,545,complement,cadical153,index,0,da39a3ee5e6b4b0d,,30,0,29,0.001818499993532896,0.0019784002797678113,,300,0.9,
logistics,logistics.a.cnf,828,6718,propagate,cadical153,index,437,8676a2f9bae25225,,474,0,473,0.007324300007894635,0.029423500993289053,,1656,0.713768115942029,
logistics,logistics.a.cnf,828,6718,complement,cadical153,index,437,8676a2f9bae25225,,129,0,128,0.007393799955025315,0.15855459938757122,,1656,0.9221014492753623,
logistics,logistics.b.cnf,843,7301,propagate,cadical153,index,405,b7e2b4bbeb147937,,501,0,500,0.008418799960054457,0.04613369924481958,,1686,0.702846975088968,
logistics,logistics.b.cnf,843,7301,complement,cadical153,index,405,b7e2b4bbeb147937,,210,0,209,0.007671400089748204,0.18652509979438037,,1686,0.8754448398576512,
logistics,logistics.c.cnf,1141,10719,propagate,cadical153,index,557,7b24adface90c0ea,,648,0,647,0.011014499934390187,0.08471560187172145,,2282,0.7160385626643295,
logistics,logistics.c.cnf,1141,10719,complement,cadical153,index,557,7b24adface90c0ea,,224,0,223,0.010571600054390728,0.3767048001755029,,2282,0.901840490797546,
logistics,logistics.d.cnf,4713,21991,propagate,cadical153,index,838,9b129579da9aa650,,1354,566,1353,0.023940899991430342,1.4832896980224177,,9426,0.8563547634203268,
logistics,logistics.d.cnf,4713,21991,complement,cadical153,index,838,9b129579da9aa650,,2395,0,2394,0.025188099942170084,5.229206401039846,,9426,0.7459155527265011,
sw100-8-p0-c5,sw100-1.cnf,500,3100,propagate,cadical153,index,0,da39a3ee5e6b4b0d,,13,0,12,0.004205000004731119,0.0012193999718874693,,1000,0.987,
sw100-8-p0-c5,sw100-1.cnf,500,3100,complement,cadical153,index,0,da39a3ee5e6b4b0d,,17,0,16,0.004124500090256333,0.015712699736468494,,1000,0.983,
uf100-430,uf100-01.cnf,100,430,propagate,cadical153,index,41,2ec6b73f90645cfb,,40,14,39,0.0017319999169558287,0.018038400216028094,,200,0.8,
uf100-430,uf100-01.cnf,100,430,complement,cadical153,index,41,2ec6b73f90645cfb,,20,0,19,0.0017598000122234225,0.01229189953301102,,200,0.9,
uf100-430,uf100-010.cnf,100,430,propagate,cadical153,index,41,020686ba0339b1d9,,39,15,38,0.0017340000486001372,0.010987399844452739,,200,0.8049999999999999,
uf100-430,uf100-010.cnf,100,430,complement,cadical153,index,41,020686ba0339b1d9,,24,0,23,0.0017382000805810094,0.01141269993968308,,200,0.88,
uf100-430,uf100-0100.cnf,100,430,propagate,cadical153,index,6,187f4cbdbd8c6df8,,19,0,18,0.0017398999771103263,0.03139629971701652,,200,0.905,
uf100-430,uf100-0100.cnf,100,430,complement,cadical153,index,6,187f4cbdbd8c6df8,,50,0,49,0.001949800061993301,0.03670809941831976,,200,0.75,
uf100-430,uf100-01000.cnf,100,430,propagate,cadical153,index,14,7aabba650a02f52b,,26,1,25,0.001781799946911633,0.02523419982753694,,200,0.87,
uf100-430,uf100-01000.cnf,100,430,complement,cadical153,index,14,7aabba650a02f52b,,34,0,33,0.0017459000227972865,0.018711800570599735,,200,0.83,
uf100-430,uf100-0101.cnf,100,430,propagate,cadical153,index,48,f70a41af3332cfe6,,41,20,40,0.0017754000145941973,0.02300050004851073,,200,0.795,
uf100-430,uf100-0101.cnf,100,430,complement,cadical153,index,48,f70a41af3332cfe6,,28,0,27,0.001917600049637258,0.013933699578046799,,200,0.86,
uf20-91,uf20-01.cnf,20,91,propagate,cadical153,index,8,594458af149f40fd,,8,3,7,0.0014851000159978867,0.0002011001342907548,,40,0.8,
uf20-91,uf20-01.cnf,20,91,complement,cadical153,index,8,594458af149f40fd,,7,0,6,0.0013593999901786447,0.0002688000677153468,,40,0.825,
uf20-91,uf20-010.cnf,20,91,propagate,cadical153,index,8,1b0271674ff6e219,,11,1,10,0.0012953999685123563,0.00036609999369829893,,40,0.725,
uf20-91,uf20-010.cnf,20,91,complement,cadical153,index,8,1b0271674ff6e219,,6,0,5,0.0013514000456780195,0.00028740009292960167,,40,0.85,
uf20-91,uf20-0100.cnf,20,91,propagate,cadical153,index,11,516d5b2725532f54,,11,2,10,0.0013280999846756458,0.0002299001207575202,,40,0.725,
uf20-91,uf20-0100.cnf,20,91,complement,cadical153,index,11,516d5b2725532f54,,5,0,4,0.001623000018298626,0.00040670030284672976,,40,0.875,
uf20-91,uf20-01000.cnf,20,91,propagate,cadical153,index,20,0bfb08ba13a22363,,5,16,4,0.0013303000014275312,0.00015520001761615276,,40,0.875,
uf20-91,uf20-01000.cnf,20,91,complement,cadical153,index,20,0bfb08ba13a22363,,2,0,1,0.0013520000502467155,0.0001237001270055771,,40,0.95,
uf20-91,uf20-0101.cnf,20,91,propagate,cadical153,index,17,be22b61b4ee4c9b1,,7,13,6,0.001323699951171875,0.00020990020129829645,,40,0.825,
uf20-91,uf20-0101.cnf,20,91,complement,cadical153,index,17,be22b61b4ee4c9b1,,4,0,3,0.001334599917754531,0.0002517999382689595,,40,0.9,
uf50-218,uf50-01.cnf,50,218,propagate,cadical153,index,44,5b8824f65a9750fe,,21,27,20,0.00148760003503412,0.001049300073646009,,100,0.79,
uf50-218,uf50-01.cnf,50,218,complement,cadical153,index,44,5b8824f65a9750fe,,5,0,4,0.001515100011602044,0.0006005000323057175,,100,0.95,
uf50-218,uf50-010.cnf,50,218,propagate,cadical153,index,36,09eae7c65ba6116d,,18,25,17,0.0014819999923929572,0.0010663002030923963,,100,0.8200000000000001,
uf50-218,uf50-010.cnf,50,218,complement,cadical153,index,36,09eae7c65ba6116d,,14,0,13,0.001473899930715561,0.0009049999061971903,,100,0.86,
uf50-218,uf50-0100.cnf,50,218,propagate,cadical153,index,50,e6b1a34cb14357bf,,10,41,9,0.0014726999215781689,0.0011929001193493605,,100,0.9,
uf50-218,uf50-0100.cnf,50,218,complement,cadical153,index,50,e6b1a34cb14357bf,,2,0,1,0.001515899901278317,0.0008094001095741987,,100,0.98,
uf50-218,uf50-01000.cnf,50,218,propagate,cadical153,index,40,09afaf1bf89a1864,,15,31,14,0.001505900057964027,0.0013000998878851533,,100,0.85,
uf50-218,uf50-01000.cnf,50,218,complement,cadical153,index,40,09afaf1bf89a1864,,12,0,11,0.0014877000357955694,0.0013967999257147312,,100,0.88,
uf50-218,uf50-0101.cnf,50,218,propagate,cadical153,index,24,e85519f7933e7ef9,,26,5,25,0.0017082999693229795,0.001217900076881051,,100,0.74,
uf50-218,uf50-0101.cnf,50,218,complement,cadical153,index,24,e85519f7933e7ef9,,9,0,8,0.0015177000313997269,0.002459699986502528,,100,0.91,
