source,puzzle,n_terms,n_letters,longest_word,base,distinct,mode,solver,n_vars,n_clauses,solutions,calls,unique,matches_published,encode_time,solve_time,error,total_time
language,BCPL+COBOL+PASCAL=SIMULA,3,10,6,10,True,all,cadical153,1374,4732,1,2,True,True,0.0009196000173687935,0.010464400053024292,,0.011384000070393085
language,BCPL+LOGIC+SNOBOL=PASCAL,3,10,6,10,True,all,cadical153,1374,4732,1,2,True,True,0.0010245000012218952,0.04384769999887794,,0.04487220000009984
language,BCPL+SCALA+PASCAL=SCHEME,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.0008753000292927027,0.01972889993339777,,0.020604199962690473
language,BCPL+PASCAL+PROLOG=SNOBOL,3,10,6,10,True,all,cadical153,1426,4954,1,2,True,True,0.0011232999386265874,0.023217399953864515,,0.024340699892491102
language,JAVA+LISP+PASCAL=SIMULA,3,10,6,10,True,all,cadical153,1320,4497,1,2,True,True,0.0008944999426603317,0.001931699924170971,,0.0028261998668313026
language,JAVA+PERL+ALGOL=PROLOG,3,9,6,10,True,all,cadical153,1269,4289,1,2,True,True,0.0008907000301405787,0.0018825000151991844,,0.002773200045339763
language,JAVA+PERL+GOFER=PROLOG,3,10,6,10,True,all,cadical153,1288,4406,1,2,True,True,0.0007983000250533223,0.0037916998844593763,,0.004589999909512699
language,JAVA+ALGOL+PROLOG=PASCAL,3,10,6,10,True,all,cadical153,1374,4732,1,2,True,True,0.0009356999071314931,0.027820599963888526,,0.02875629987102002
language,JAVA+BASIC+SCALA=SIMULA,3,10,6,10,True,all,cadical153,1340,4628,1,2,True,True,0.0008457000367343426,0.004494099994190037,,0.00533980003092438
language,LISP+ALGOL+LOGIC=PASCAL,3,8,6,10,True,all,cadical153,1302,4404,1,2,True,True,0.032828499912284315,0.00743869983125478,,0.040267199743539095
language,LISP+BASIC+COBOL=PASCAL,3,8,6,10,True,all,cadical153,1302,4404,1,2,True,True,0.0016882999334484339,0.007713899947702885,,0.009402199881151319
language,LISP+BASIC+PASCAL=SCHEME,3,10,6,10,True,all,cadical153,1374,4732,1,2,True,True,0.0010825999779626727,0.05077780003193766,,0.05186040000990033
language,LISP+BASIC+PASCAL=SIMULA,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.0009216000325977802,0.03435450012329966,,0.03527610015589744
language,LISP+BASIC+PASCAL=SNOBOL,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.000994300004094839,0.035795899922959507,,0.036790199927054346
language,LISP+BASIC+SNOBOL=PASCAL,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.0009420999558642507,0.05518379993736744,,0.05612589989323169
language,LISP+COBOL+SNOBOL=PASCAL,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.000983899924904108,0.005682099959813058,,0.006665999884717166
language,LISP+LOGIC+PASCAL=SIMULA,3,10,6,10,True,all,cadical153,1374,4732,1,2,True,True,0.0008689999813213944,0.028703299933113158,,0.029572299914434552
language,LISP+SCALA+PASCAL=SCHEME,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.0010047999676316977,0.018135300022549927,,0.019140099990181625
language,LISP+SCALA+SCHEME=PASCAL,3,9,6,10,True,all,cadical153,1355,4615,1,2,True,True,0.0008629000512883067,0.022695700055919588,,0.023558600107207894
language,LISP+SCALA+SIMULA=PASCAL,3,8,6,10,True,all,cadical153,1336,4508,1,2,True,True,0.0009573999559506774,0.003954300074838102,,0.004911700030788779
language,LISP+MODULA+PASCAL=SIMULA,3,10,6,10,True,all,cadical153,1426,4954,1,2,True,True,0.0009050000226125121,0.019236300024203956,,0.020141300046816468
language,PERL+ALGOL+GOFER=ERLANG,3,9,6,10,True,all,cadical153,1321,4511,1,2,True,True,0.0009540000464767218,0.008830100065097213,,0.009784100111573935
language,PERL+ALGOL+PASCAL=ERLANG,3,10,6,10,True,all,cadical153,1374,4732,1,2,True,True,0.0008678999729454517,0.021338299964554608,,0.02220619993750006
language,PERL+ERLANG+PROLOG=FORTRAN,3,10,7,10,True,all,cadical153,1495,5109,1,2,True,True,0.0010367999784648418,0.020981800043955445,,0.022018600022420287
language,PERL+PASCAL+PROLOG=ERLANG,3,10,6,10,True,all,cadical153,1426,4954,1,2,True,True,0.0009265000699087977,0.018138400046154857,,0.019064900116063654
language,RUBY+COBOL+SCALA=PASCAL,3,10,6,10,True,all,cadical153,1340,4628,1,2,True,True,0.000897600082680583,0.02889559988398105,,0.029793199966661632
language,ALGOL+BASIC+COBOL=SIMULA,3,10,6,10,True,all,cadical153,1409,4963,1,2,True,True,0.0009336000075563788,0.030253699980676174,,0.031187299988232553
language,ALGOL+BASIC+LOGIC=SCALA,3,8,5,10,True,all,cadical153,1302,4584,1,2,True,True,0.000900499988347292,0.009345700033009052,,0.010246200021356344
language,ALGOL+BASIC+PASCAL=SNOBOL,3,10,6,10,True,all,cadical153,1443,5067,1,2,True,True,0.00091559998691082,0.047241699998266995,,0.048157299985177815
language,ALGOL+GOFER+PROLOG=ERLANG,3,9,6,10,True,all,cadical153,1424,4950,1,2,True,True,0.0013306000037118793,0.03264420002233237,,0.03397480002604425
language,ALGOL+GOFER+PROLOG=FORTRAN,3,10,7,10,True,all,cadical153,1512,5222,1,2,True,True,0.024392699939198792,0.005057399976067245,,0.029450099915266037
language,ALGOL+LOGIC+SCALA=PASCAL,3,8,6,10,True,all,cadical153,1371,4739,1,2,True,True,0.0009091999381780624,0.022540700039826334,,0.023449899978004396
language,ALGOL+LOGIC+SCALA=SCHEME,3,10,6,10,True,all,cadical153,1409,4963,1,2,True,True,0.0010096000041812658,0.025610700016841292,,0.026620300021022558
language,ALGOL+SCALA+PASCAL=ERLANG,3,10,6,10,True,all,cadical153,1443,5067,1,2,True,True,0.0009176000021398067,0.022830799920484424,,0.02374839992262423
language,ALGOL+SCALA+SNOBOL=PROLOG,3,10,6,10,True,all,cadical153,1443,5067,1,2,True,True,0.0010492999572306871,0.010542799951508641,,0.011592099908739328
language,BASIC+COBOL+LOGIC=SCALA,3,8,5,10,True,all,cadical153,1302,4584,1,2,True,True,0.0008578000124543905,0.010844599921256304,,0.011702399933710694
language,BASIC+COBOL+LOGIC=SIMULA,3,10,6,10,True,all,cadical153,1409,4963,1,2,True,True,0.0009492000099271536,0.040099000092595816,,0.04104820010252297
language,BASIC+COBOL+SIMULA=PASCAL,3,10,6,10,True,all,cadical153,1443,5067,1,2,True,True,0.0009316999930888414,0.05307809985242784,,0.05400979984551668
language,BASIC+COBOL+SNOBOL=PASCAL,3,9,6,10,True,all,cadical153,1424,4950,1,2,True,True,0.0009314999915659428,0.04101409995928407,,0.04194559995085001
language,BASIC+LOGIC+SCALA=SNOBOL,3,9,6,10,True,all,cadical153,1390,4846,1,2,True,True,0.000988700077868998,0.02380810002796352,,0.024796800105832517
language,BASIC+LOGIC+SNOBOL=PASCAL,3,10,6,10,True,all,cadical153,1443,5067,1,2,True,True,0.0009300000965595245,0.11318129999563098,,0.1141113000921905
